SMILES,prediction_probability
CCc1c(Br)c(Br)c(Br)c(Br)c1Br,0.28
CC(C)NC(=O)N1CC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,0.255
CCCCCCCCCCCC(=O)O,0.8
CC(C)c1ccc2c(c1)CCC1C(C)(C(=O)O)CCCC21C,0.365
Cc1cccc2ccccc12,0.215
Cc1cccc(OP(=O)(Oc2cccc(C)c2)Oc2cccc(C)c2)c1,0.245
Nc1ccc(Cl)c(Cl)c1Cl,0.22
CC1CCCCC1,0.32
Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,0.36
COc1ccc(Cl)c(Cl)c1Cl,0.335
O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl,0.225
CC(C)c1cc2c(cc1Cl)C1(C)CCCC(C)(C(=O)O)C1CC2,0.42
O=[N+]([O-])c1ccc(Cl)c(Cl)c1Cl,0.225
CC(C)c1ccc([N+](=O)[O-])cc1,0.23
COc1cc(Cl)c(Cl)c(Cl)c1O,0.355
CC(=O)c1c(O)cc(C)oc1=O,0.315
CC(C)C1=CC2=CCC3C(C)(C(=O)O)CCCC3(C)C2CC1,0.33
CC(C)(C)C(O)C(Cc1ccc(Cl)cc1)n1cncn1,0.255
Cc1sc(=O)c(-c2ccccc2)c(O)c1C(=O)O,0.25
CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,0.385
O=[N+]([O-])c1cc(Cl)c(Cl)cc1Cl,0.255
ClC(Cl)C(Cl)(Cl)Cl,0.25
O=C(Nc1ccc(Cl)c(Cl)c1)Nc1cc(Cl)ccc1Oc1ccc(Cl)cc1S(=O)(=O)O,0.33
CCC(C)C1OC2(C=CC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(O)C(C)O4)C(C)O3)C(C)C=CC=C3COC4C(O)C(C)=CC(C(=O)O1)C34O)O2,0.575
ClC(Cl)=C(Cl)Cl,0.295
Oc1ccc(O)cc1,0.215
CC(C)c1ccc2c(c1Cl)CCC1C(C)(C(=O)O)CCCC21C,0.34
Oc1ccc(Br)cc1,0.22
CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1,0.375
CN(C)c1ccc(C(=O)c2ccc(N(C)C)cc2)cc1,0.27
CC(C)(c1cc(Br)c(OCCO)c(Br)c1)c1cc(Br)c(OCCO)c(Br)c1,0.335
Cc1ccccc1[N+](=O)[O-],0.165
CCOP(=O)(Sc1ccccc1)Sc1ccccc1,0.155
CON(C)C(=O)Nc1ccc(Cl)cc1,0.355
O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,0.33
CCC(C)c1ccc(O)cc1,0.25
c1ccc(-c2cccc(-c3ccccc3)c2)cc1,0.115
O=c1ccc2ccccc2o1,0.14
CC(C)(C)c1cc(Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,0.35
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(=O)CC21C,0.405
OCc1cccc(Cl)c1,0.175
COP1(=S)OCc2ccccc2O1,0.27
CCCCCCCCCCCCCCCCCCNC(=O)NCCCCCCCCCCCCCCCCCC,0.52
O=C(O)c1ccc(Br)cc1,0.215
C=CC#N,0.295
O=[N+]([O-])c1ccc(O)cc1C(F)(F)F,0.27
O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],0.365
Cc1ccc(O)cc1[N+](=O)[O-],0.305
Brc1c(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,0.33
O=[N+]([O-])c1ccccc1,0.075
O=S(=O)(O)c1cc(Nc2nc(Nc3ccccc3)nc(N(CCO)CCO)n2)ccc1C=Cc1ccc(Nc2nc(Nc3ccccc3)nc(N(CCO)CCO)n2)cc1S(=O)(=O)O,0.195
CC(C)[N+](=O)[O-],0.32
O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,0.23
CCOP(=O)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,0.185
O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])C1,0.265
O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,0.255
Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],0.305
COc1nn(CSP(=S)(OC)OC)c(=O)s1,0.43
Cc1ccccc1N,0.16
Cc1[nH]n(-c2ccccc2)c(=O)c1N=Nc1ccc(-c2ccc(N=Nc3c(C)[nH]n(-c4ccccc4)c3=O)c(Cl)c2)cc1Cl,0.12
Cc1ccc2ccccc2n1,0.205
CCCCCCCCc1ccc(Nc2ccc(CCCCCCCC)cc2)cc1,0.44
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,0.35
CN(C)c1ccc(C(=N)c2ccc(N(C)C)cc2)cc1,0.28
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,0.285
CC(C)c1cc2ccccc2c(S(=O)(=O)O)c1C(C)C,0.285
CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)c(O)c1,0.365
O=Cc1ccc(Cl)cc1,0.25
COP(=O)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,0.41
COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,0.21
O=C1C(=NNc2cc(Cl)cc(S(=O)(=O)O)c2O)C=Cc2c(O)cccc21,0.16
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,0.405
C=CC(N)=O,0.285
CCCCCCCCCCCCOS(=O)(=O)O,0.58
O=S(=O)(O)c1ccc2cc(O)c(S(=O)(=O)O)cc2c1,0.295
CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC,0.435
CCCCOCCO,0.465
CC(C)OC(=O)C(Cl)(Cl)C(=O)OC(C)C,0.375
CCCCCCO,0.52
CCCCc1ccc2ccccc2c1S(=O)(=O)O,0.315
CCCCO,0.445
CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3C(O)C12,0.275
OCCO,0.31
CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1=O,0.39
CCOP(=O)(OCC)Oc1cc(C)nc(C(C)C)n1,0.385
O=[N+]([O-])c1cccc(Cl)c1Cl,0.15
CCCCCCCCCCCCCCCCCCS,0.52
CC(C)OC(=O)C(Cl)C(=O)OC(C)C,0.345
Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2)cc(Cl)c1Cl,0.255
Clc1cc(-c2c(Cl)ccc(Cl)c2Cl)c(Cl)c(Cl)c1Cl,0.315
Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1,0.32
Clc1cc(Cl)c(-c2c(Cl)cc(Cl)c(Cl)c2Cl)cc1Cl,0.27
Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,0.255
Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,0.23
Clc1cc(Cl)c(Cl)c(-c2c(Cl)ccc(Cl)c2Cl)c1,0.305
Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,0.325
Clc1cc(Cl)c(-c2ccccc2Cl)cc1Cl,0.085
Clc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,0.255
Brc1ccc(Br)c(-c2cc(Br)ccc2Br)c1,0.235
Clc1ccc(Cl)c(-c2ccc(Cl)c(Cl)c2)c1,0.25
Clc1cc(Cl)c2cc(Cl)cc(Cl)c2c1,0.285
Clc1cc2c(cc1Cl)Oc1c(cc(Cl)c(Cl)c1Cl)O2,0.31
Clc1cc(Cl)c2c(Cl)ccc(Cl)c2c1,0.13
Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2,0.3
Clc1cc2ccccc2cc1Cl,0.15
Clc1ccc2ccc(Cl)cc2c1,0.3
Clc1cc2oc3c(Cl)c(Cl)c(Cl)cc3c2cc1Cl,0.265
Clc1c(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,0.25
Clc1ccc(-c2ccc(Cl)cc2Cl)c(Cl)c1,0.25
Brc1cc(Br)c(-c2ccccc2)c(Br)c1,0.09
Clc1cccc(Cl)c1-c1c(Cl)cccc1Cl,0.15
c1ccc2c(c1)Oc1ccccc1O2,0.125
Brc1cc(Br)c(Br)cc1Br,0.25
CCCCCCCCCCCCc1ccc(O)cc1,0.44
ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,0.385
Clc1ccc2c(ccc3ccccc32)c1,0.17
Clc1cc2c(oc3c(Cl)c(Cl)c(Cl)c(Cl)c32)c(Cl)c1Cl,0.265
c1ccc2c(c1)Cc1ccccc1O2,0.175
Clc1ccc(Cl)c2ccccc12,0.075
Clc1ccc(-c2ccccc2)c(Cl)c1,0.105
Clc1cc2c(cc1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,0.3
Clc1cc(Cl)c2c(c1)Oc1c(Cl)cc(Cl)cc1O2,0.3
Clc1ccc(-c2ccc(Cl)cc2)cc1,0.235
Clc1ccc2c(c1)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,0.295
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,0.23
Nc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0.25
Clc1cc2c(c(Cl)c1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,0.31
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,0.425
ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl,0.315
Nc1c(Cl)c(Cl)cc(Cl)c1Cl,0.33
Clc1c(Cl)c(Cl)c2c(oc3c(Cl)c(Cl)c(Cl)c(Cl)c32)c1Cl,0.265
COc1c(Cl)cc(Cl)cc1Cl,0.4
O=[N+]([O-])c1c(Cl)cc(Cl)cc1Cl,0.26
Clc1ccc2c(c1)Oc1cc(Cl)ccc1O2,0.295
Oc1c(Br)cc(Br)cc1Br,0.27
COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl,0.365
Clc1ccc(-c2ccccc2)cc1,0.095
Nc1cc(Cl)c(Cl)c(Cl)c1Cl,0.26
CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,0.255
c1cc2c3c(cccc3c1)CC2,0.19
c1ccc2occc2c1,0.115
CCCCCCCCCc1ccc(O)cc1,0.44
Oc1c(Cl)cc(Cl)cc1Cl,0.255
O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0.26
CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,0.315
O=[N+]([O-])c1ccccc1Cl,0.075
O=[N+]([O-])c1ccc(Cl)c(Cl)c1,0.23
CCN(CC)C(=O)SCc1ccc(Cl)cc1,0.315
O=[N+]([O-])c1cc(Cl)c(Cl)c(Cl)c1Cl,0.265
COc1cc(Cl)cc(Cl)c1O,0.38
O=[N+]([O-])c1ccccc1O,0.075
C=Cc1cccc(C)c1,0.195
CC(C)c1ccccc1,0.095
Oc1ccc(Cl)cc1Cl,0.285
C=Cc1ccc(C)cc1,0.26
c1ccc(Nc2ccccc2)cc1,0.075
CCOC(C)=O,0.39
Cc1ccc(C)cc1,0.26
Cc1cccc(C)c1,0.195
Cc1ccccc1C,0.165
CNC(=O)Oc1cccc2ccccc12,0.2
CCc1ccccc1,0.125
C=Cc1ccccc1,0.075
Cc1ccccc1,0.14
CCOP(=O)(OCC)SCc1ccccc1,0.155
CC(C)OC(C)(C)C,0.355
c1ccccc1,0.19
Nc1ccc(Cl)cc1,0.23
Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,0.37
CC(C)(C)OCCO,0.365
ClC1C2(Cl)C=CC1(Cl)C(Cl)(Cl)C2(Cl)Cl,0.37
Nc1ccc(-c2ccc(N)cc2)cc1,0.21
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,0.435
COP(=S)(OC)Oc1c(Cl)cc(C)cc1Cl,0.44
Cc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0.305
Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2)cc1Cl,0.23
Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)c1,0.25
Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,0.19
Clc1cc2oc3cc(Cl)c(Cl)cc3c2cc1Cl,0.245
ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,0.235
Clc1ccc(Cl)c(-c2cc(Cl)ccc2Cl)c1,0.25
Clc1ccc(-c2ccc(Cl)cc2Cl)cc1,0.25
Clc1ccc(-c2cc(Cl)ccc2Cl)c(Cl)c1,0.25
Clc1ccc(Oc2ccc(Cl)c(Cl)c2)c(Cl)c1,0.38
Clc1cc(Cl)c(-c2ccccc2)cc1Cl,0.085
Clc1ccc(Oc2cc(Cl)c(Cl)cc2Cl)c(Cl)c1,0.36
Clc1ccc(Cl)c(-c2ccccc2Cl)c1,0.105
Clc1cccc(-c2cccc(Cl)c2Cl)c1Cl,0.155
Clc1ccc(Oc2ccc(Cl)c(Cl)c2)cc1Cl,0.305
Clc1ccc(Oc2ccc(Cl)cc2Cl)c(Cl)c1,0.36
Clc1ccc(Oc2cc(Cl)c(Cl)cc2Cl)cc1,0.38
Clc1ccc(Oc2cc(Cl)c(Cl)cc2Cl)cc1Cl,0.37
Clc1ccc(Cl)c(-c2ccc(Cl)c(Cl)c2Cl)c1,0.265
Clc1ccc(Oc2c(Cl)cc(Cl)cc2Cl)c(Cl)c1,0.4
ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl,0.375
Clc1ccc(Cl)c(-c2ccccc2)c1,0.105
Clc1ccc(Oc2ccc(Cl)cc2Cl)cc1,0.38
Cc1c(Br)c(Br)c(Br)c(Br)c1Br,0.295
Clc1cccc(-c2ccccc2)c1Cl,0.105
Clc1ccccc1NNc1ccccc1Cl,0.075
CC(C)C1CCCC2CCCCC21,0.295
Brc1ccc(-c2ccc(Br)cc2)cc1,0.22
CC(CC(C)(C)C)CC(C)(C)C,0.32
Clc1ccccc1-c1ccccc1Cl,0.075
Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1ccccc1O2,0.125
Clc1cc(Cl)c(Cl)c(Cl)c1Cl,0.265
Cc1cccc(Cc2ccccc2)c1Cc1ccccc1,0.2
Clc1cc(Cl)c(Cl)cc1Cl,0.255
Brc1cc(Br)cc(Br)c1,0.255
Clc1ccc2c(c1)Oc1cc(Cl)c(Cl)c(Cl)c1O2,0.305
Brc1ccc(Br)c(Br)c1,0.235
Clc1c(Cl)c(Cl)c2ccccc2c1Cl,0.075
CCCCCCCCCCCC,0.52
Clc1cc(Cl)cc(-c2ccccc2)c1,0.085
c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,0.075
c1ccc2c(c1)ccc1ccccc12,0.14
Clc1cc(Cl)c2c(c1Cl)Oc1ccccc1O2,0.13
CCCCCc1ccc2c(c1)C(=O)c1ccccc1C2=O,0.29
Cc1cc(C)c2ccccc2c1,0.22
Cc1ccc(O)c(C(C)(C)C)c1,0.28
Clc1ccc(Cl)c(Cl)c1,0.25
CCc1ccc2c(c1)C(=O)c1ccccc1C2=O,0.125
C=C(C)CC(C)(C)C,0.32
c1ccc2c(c1)Cc1ccccc1-2,0.13
C=COCC(CC)CCCC,0.525
Clc1cccc(Cl)c1Cl,0.15
Cc1c2ccccc2cc2ccccc12,0.195
Oc1cc(Cl)c(Cl)cc1Cl,0.255
c1ccc2c(c1)-c1cccc3cccc-2c13,0.15
ClC(c1ccccc1)(c1ccccc1)c1ccccc1,0.085
CC(C)(OOC(C)(C)c1ccccc1)c1ccccc1,0.16
CCOP(=S)(OCC)ON=C(C#N)c1ccccc1,0.155
BrCC(CBr)(CBr)CBr,0.335
C=Cc1ccccc1CC,0.11
c1cc2ccc3cccc4ccc(c1)c2c34,0.215
Cc1cc(C)cc(C)c1,0.31
c1ccc2cc3c(ccc4ccccc43)cc2c1,0.165
c1ccc(Oc2ccccc2)cc1,0.145
c1ccc2ccccc2c1,0.115
Cc1ccc2ccccc2c1,0.225
CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,0.25
CC(C)=CC=C(C)C,0.31
C1=CC2C3C=CC(C3)C2C1,0.28
CC(C)CCOCCC(C)C,0.36
Clc1ccccc1Cl,0.075
c1ccc(Nc2ccc3ccccc3c2)cc1,0.175
Clc1ccc2c(c1)Oc1ccc(Cl)cc1O2,0.295
C=CC1CC=CCC1,0.28
C1=Cc2cccc3cccc1c23,0.19
O=C1c2ccccc2-c2cccc3cccc1c23,0.155
c1ccc2c(c1)[nH]c1ccccc12,0.11
CC(CC(C)(C)C)CC(C)(C)CC(C)(C)C,0.32
Cc1cc(Cc2cc(C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,0.315
CCCCCCCCN(CCCCCCCC)CCCCCCCC,0.54
CCCCCCCCc1ccc(O)cc1,0.44
CCN(CC)c1ccccc1,0.155
Oc1c(Cl)cc(Cl)c(Cl)c1Cl,0.265
FC(Cl)(Cl)C(F)(Cl)Cl,0.31
COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,0.45
Cc1ccc(Cl)cc1,0.275
COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,0.39
Oc1ccc(Cl)cc1,0.235
CC(C)c1ccccc1OP(=O)(Oc1ccccc1C(C)C)Oc1ccccc1C(C)C,0.19
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)N(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.335
Nc1ccccc1-c1ccccc1,0.08
COc1ccc(C)cc1N,0.34
Nc1ccccc1Cl,0.1
Brc1ccccc1,0.07
Nc1ccc(Cl)cc1Cl,0.245
Oc1ccc(Cc2ccccc2)cc1,0.085
O=[N+]([O-])c1cc(Cl)cc(Cl)c1O,0.255
Nc1cccc2ccccc12,0.145
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,0.36
CC(=O)OCCN(CCOC(C)=O)c1ccc(N=Nc2nc3ccc(Cl)cc3s2)c(NC(=O)c2ccccc2)c1,0.31
CCCCCCCCCCCCCCC,0.52
CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,0.26
CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC,0.485
Nc1cc(Cl)ccc1Cl,0.275
Nc1ccccn1,0.07
Clc1ccccc1,0.075
CCCCOP(=O)(OCCCC)OCCCC,0.49
O=[N+]([O-])c1ccc(Cl)cc1,0.235
C=CC(=C)C,0.31
COc1ccc([N+](=O)[O-])cc1,0.445
O=C1c2ccccc2C(=O)C1c1nc2ccccc2c(Br)c1O,0.11
Oc1cccc(Cl)c1,0.16
CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC,0.335
Oc1cc(Cl)ccc1Cl,0.24
Cc1cc(Cl)ccc1O,0.315
ClC=C(Cl)Cl,0.295
Nc1ccc(Cl)cc1[N+](=O)[O-],0.245
Cc1cc(Cl)ccc1N,0.3
Nc1ccc(Cc2ccc(N)cc2)cc1,0.225
ClCC(Cl)CCl,0.34
C=C(Cl)Cl,0.295
Nc1ccc(Cl)c(Cl)c1,0.225
CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,0.285
ClC(Cl)Cl,0.295
ClC(Cl)C(Cl)Cl,0.295
Cc1cc(O)ccc1Cl,0.305
CCc1ccccc1[N+](=O)[O-],0.11
COC(=O)c1ccccc1C(=O)c1ccccc1,0.18
O=C(c1ccccc1)c1ccccc1,0.075
Cc1cccc([N+](=O)[O-])c1,0.195
CN(C)c1ccccc1,0.135
c1ccsc1,0.295
CC(CCl)OC(C)CCl,0.425
CC(Cl)(Cl)C(=O)O,0.305
N#CCCN(CCOC(=O)c1ccccc1)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2)cc1,0.17
COc1ccc(N)c([N+](=O)[O-])c1,0.445
Cc1ccc([N+](=O)[O-])cc1,0.26
Cc1cc(O)c(C(C)(C)C)cc1Sc1cc(C(C)(C)C)c(O)cc1C,0.37
COc1cccc([N+](=O)[O-])c1,0.37
c1ccc2scnc2c1,0.17
Cc1ccc([N+](=O)[O-])cc1O,0.305
Cc1cc(C)c(O)c(C)c1,0.37
CCC(=O)Nc1cc(N(CCOC(C)=O)CCOC(C)=O)ccc1N=Nc1ccc([N+](=O)[O-])cc1Cl,0.355
O=C(O)c1ccc2cc(C(=O)O)ccc2c1,0.305
Nc1cccc2cccc(N)c12,0.18
ClCC(Cl)Cl,0.31
Nc1ccncc1,0.21
CNc1cccc(C)c1,0.185
CN(C)Cc1ccccc1,0.14
CCC(C)=NO,0.33
O=[N+]([O-])c1ccc(O)cc1,0.215
COc1ccccc1[N+](=O)[O-],0.23
ClC(Cl)(Cl)C(Cl)(Cl)Cl,0.315
C=CCCl,0.31
Cc1ccc(Cl)c(O)c1,0.28
Nc1ccccc1[N+](=O)[O-],0.07
CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl,0.385
Nc1ccc([N+](=O)[O-])cc1,0.21
CC(Cl)(Cl)Cl,0.325
S=c1[nH]c2ccccc2[nH]1,0.145
Cc1ccc(N)cc1C,0.295
Nc1cccc(N)c1,0.15
CNC(=O)Oc1ccccc1C(C)C,0.19
BrCCBr,0.3
O=[N+]([O-])c1ccccc1[N+](=O)[O-],0.075
Nc1cccc([N+](=O)[O-])c1,0.15
OC(C(F)(F)F)C(F)(F)F,0.43
CCCCC(CC)COC(=O)c1ccc(C(=O)OCC(CC)CCCC)c(C(=O)OCC(CC)CCCC)c1,0.415
Cc1ccccc1S(N)(=O)=O,0.165
N#Cc1ccc(C#N)cc1,0.215
CCCCCCCCCCCCCCCCC=CC(CC(=O)O)C(=O)O,0.57
CC(C)(C)c1ccc(C(=O)O)cc1,0.225
CC1=CC(=O)CC(C)(C)C1,0.36
O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl,0.37
O=[N+]([O-])c1ccc2nc[nH]c2c1,0.29
c1ccoc1,0.16
NCCNCCN,0.4
N#Cc1ccccc1C#N,0.075
c1ccc2ncccc2c1,0.115
OCC(CO)(CBr)CBr,0.335
ClCCOCCCl,0.35
COC(=O)Nc1nc2ccccc2[nH]1,0.24
CN(C)C=O,0.375
O=C(O)C(Cl)(Cl)Cl,0.295
O=P(OCCCl)(OCCCl)OCCCl,0.35
CCOP(=O)(OCC)OCC,0.37
CNC(=O)CSP(=S)(OC)OC,0.415
CC(=O)N(C)c1ccccc1,0.18
Cc1cc(=O)nc(C(C)C)[nH]1,0.335
CC(C)(CO)CO,0.315
N#CCCNCCC#N,0.305
CC1OC(C)OC(C)O1,0.31
COP(=O)(OC)OC,0.375
CC(C)C(O)C(C)(C)CO,0.315
ClC1=C(Cl)C2(Cl)C=CC1(Cl)C2(Cl)Cl,0.36
COc1cc(Cl)c(Cl)c(Cl)c1OC,0.375
CCOP(=S)(OCC)Oc1cc(-c2ccccc2)on1,0.265
CCCCCCCCn1sccc1=O,0.535
CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,0.32
CCc1cccc(CC)c1N(COC)C(=O)CCl,0.295
Cc1ccccc1O,0.165
Cc1cc(O)ccc1[N+](=O)[O-],0.305
CC1=CC2CC1C(C(=O)O)C2C(=O)O,0.335
Cc1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,0.28
Nc1ccc(C=Cc2ccc(N)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,0.235
CC(C)(C)c1cc(C(C)(C)C)cc(C(C)(C)C)c1,0.27
ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl,0.385
CC1CC(C)(C)CC(OOC(C)(C)C)(OOC(C)(C)C)C1,0.445
CC(C)c1cc(C(C)C)c2cccc(C(C)C)c2c1,0.215
OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,0.295
C1CCCCCCCCCCC1,0.295
CCc1ccc(-c2ccc(CC)cc2)cc1,0.26
ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,0.295
CC(C)(C)c1cc(-c2ccccc2)cc(C(C)(C)C)c1O,0.18
O=[N+]([O-])c1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1,0.335
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,0.345
c1ccc2cc3ccccc3cc2c1,0.15
C1CCC2CCCCC2C1,0.295
CC(C)c1ccc2ccccc2c1C(C)C,0.21
Clc1ccc(Cl)c(Cl)c1Cl,0.225
Oc1c(C2CCCCC2)cccc1C1CCCCC1,0.15
CC(C)(C)c1cc(-n2nc3ccc(Cl)cc3n2)c(O)c(C(C)(C)C)c1,0.28
C=Cc1ccccc1C=C,0.075
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0.255
CCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OCCO,0.635
O=S(=O)(O)c1c(Cc2ccc3ccccc3c2S(=O)(=O)O)ccc2ccccc12,0.19
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.295
CCOP(=S)(Oc1ccc(Cl)cc1Cl)c1ccccc1,0.265
C1=CC(c2ccc(C3CC=CCC3)cc2)CCC1,0.225
CCC(C)c1cc(C(C)(C)C)cc(-n2nc3ccccc3n2)c1O,0.115
FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)C(F)(F)F,0.385
CC(C)C1CCC2CCCCC2C1,0.305
CC(C)Nc1ccc(NC(C)C)c2c1C(=O)c1ccccc1C2=O,0.095
BrC1CCC(Br)C(Br)CCC1Br,0.285
O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1,0.38
CC(C)(C)OOC(C)(C)CCC(C)(C)OOC(C)(C)C,0.41
CC(C)(C)c1cc(N=Nc2ccccc2[N+](=O)[O-])c(O)c(C(C)(C)C)c1,0.145
C=CCC=CCC=CCC=CC,0.36
CCC1CCCCC1,0.37
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.295
C=C(CC(C)(C)c1ccccc1)c1ccccc1,0.165
Cc1cc2c(cc1Nc1ccccc1)C1(OC(=O)c3ccccc31)c1ccc(N(C)C3CCCCC3)cc1O2,0.285
C1C2CC3CC1CC(C2)C3,0.295
Cc1cccc(C(C)c2ccccc2)c1C,0.165
CCCC(C)CC(C)C,0.36
OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,0.31
CCC(C)(C)c1ccccc1,0.12
Cc1cccc(Oc2ccccc2)c1,0.215
CCc1ccc(-c2ccccc2)cc1,0.125
CCC(C)(C)c1cc(-n2nc3ccccc3n2)c(O)c(C(C)(C)CC)c1,0.15
c1ccc2cc(Nc3ccc(Nc4ccc5ccccc5c4)cc3)ccc2c1,0.175
